emoji,name,shortname
⚙️,gear,:gear:
⚙,gear,:gear:
🗜️,clamp,:clamp:
🗜,clamp,:clamp:
⚖️,balance_scale,:balance_scale:
⚖,balance_scale,:balance_scale:
🔗,link,:link:
⛓️,chains,:chains:
⛓,chains,:chains:
🧰,toolbox,:toolbox:
🧲,magnet,:magnet:
⚗️,alembic,:alembic:
⚗,alembic,:alembic:
🧪,test_tube,:test_tube:
🧫,petri_dish,:petri_dish:
🧬,dna,:dna:
🔬,microscope,:microscope:
🔭,telescope,:telescope:
📡,satellite_antenna,:satellite_antenna:
💉,syringe,:syringe:
💊,pill,:pill:
🚪,door,:door:
🛏️,bed,:bed:
🛏,bed,:bed:
🛋️,couch_and_lamp,:couch_and_lamp:
🛋,couch_and_lamp,:couch_and_lamp:
🚽,toilet,:toilet:
🚿,shower,:shower:
🛁,bathtub,:bathtub:
🧴,lotion_bottle,:lotion_bottle:
🧷,safety_pin,:safety_pin:
🧹,broom,:broom:
🧺,basket,:basket:
🧻,roll_of_paper,:roll_of_paper:
🧼,soap,:soap:
🧽,sponge,:sponge:
🧯,fire_extinguisher,:fire_extinguisher:
🛒,shopping_cart,:shopping_cart:
🚬,cigarette,:cigarette:
⚰️,coffin,:coffin:
⚰,coffin,:coffin:
⚱️,funeral_urn,:funeral_urn:
⚱,funeral_urn,:funeral_urn:
🗿,moai,:moai:
🏧,ATM_sign,:ATM_sign:
🚮,litter_in_bin_sign,:litter_in_bin_sign:
🚰,potable_water,:potable_water:
♿,wheelchair_symbol,:wheelchair_symbol:
🚹,men’s_room,:men’s_room:
🚺,women’s_room,:women’s_room:
🚻,restroom,:restroom:
🚼,baby_symbol,:baby_symbol:
🚾,water_closet,:water_closet:
🛂,passport_control,:passport_control:
🛃,customs,:customs:
🛄,baggage_claim,:baggage_claim:
🛅,left_luggage,:left_luggage:
⚠️,warning,:warning:
⚠,warning,:warning:
🚸,children_crossing,:children_crossing:
⛔,no_entry,:no_entry:
🚫,prohibited,:prohibited:
🚳,no_bicycles,:no_bicycles:
🚭,no_smoking,:no_smoking:
🚯,no_littering,:no_littering:
🚱,non-potable_water,:non-potable_water:
🚷,no_pedestrians,:no_pedestrians:
📵,no_mobile_phones,:no_mobile_phones:
🔞,no_one_under_eighteen,:no_one_under_eighteen:
☢️,radioactive,:radioactive:
☢,radioactive,:radioactive:
☣️,biohazard,:biohazard:
☣,biohazard,:biohazard:
⬆️,up_arrow,:up_arrow:
⬆,up_arrow,:up_arrow:
↗️,up-right_arrow,:up-right_arrow:
↗,up-right_arrow,:up-right_arrow:
➡️,right_arrow,:right_arrow:
➡,right_arrow,:right_arrow:
↘️,down-right_arrow,:down-right_arrow:
↘,down-right_arrow,:down-right_arrow:
⬇️,down_arrow,:down_arrow:
⬇,down_arrow,:down_arrow:
↙️,down-left_arrow,:down-left_arrow:
↙,down-left_arrow,:down-left_arrow:
⬅️,left_arrow,:left_arrow:
⬅,left_arrow,:left_arrow:
↖️,up-left_arrow,:up-left_arrow:
↖,up-left_arrow,:up-left_arrow:
↕️,up-down_arrow,:up-down_arrow:
↕,up-down_arrow,:up-down_arrow:
↔️,left-right_arrow,:left-right_arrow:
↔,left-right_arrow,:left-right_arrow:
↩️,right_arrow_curving_left,:right_arrow_curving_left:
↩,right_arrow_curving_left,:right_arrow_curving_left:
↪️,left_arrow_curving_right,:left_arrow_curving_right:
↪,left_arrow_curving_right,:left_arrow_curving_right:
⤴️,right_arrow_curving_up,:right_arrow_curving_up:
⤴,right_arrow_curving_up,:right_arrow_curving_up:
⤵️,right_arrow_curving_down,:right_arrow_curving_down:
⤵,right_arrow_curving_down,:right_arrow_curving_down:
🔃,clockwise_vertical_arrows,:clockwise_vertical_arrows:
🔄,counterclockwise_arrows_button,:counterclockwise_arrows_button:
🔙,BACK_arrow,:BACK_arrow:
🔚,END_arrow,:END_arrow:
🔛,ON!_arrow,:ON!_arrow:
🔜,SOON_arrow,:SOON_arrow:
🔝,TOP_arrow,:TOP_arrow:
🛐,place_of_worship,:place_of_worship:
⚛️,atom_symbol,:atom_symbol:
⚛,atom_symbol,:atom_symbol:
🕉️,om,:om:
🕉,om,:om:
✡️,star_of_David,:star_of_David:
✡,star_of_David,:star_of_David:
☸️,wheel_of_dharma,:wheel_of_dharma:
☸,wheel_of_dharma,:wheel_of_dharma:
☯️,yin_yang,:yin_yang:
☯,yin_yang,:yin_yang:
✝️,latin_cross,:latin_cross:
✝,latin_cross,:latin_cross:
☦️,orthodox_cross,:orthodox_cross:
☦,orthodox_cross,:orthodox_cross:
☪️,star_and_crescent,:star_and_crescent:
☪,star_and_crescent,:star_and_crescent:
☮️,peace_symbol,:peace_symbol:
☮,peace_symbol,:peace_symbol:
🕎,menorah,:menorah:
🔯,dotted_six-pointed_star,:dotted_six-pointed_star:
♈,Aries,:Aries:
♉,Taurus,:Taurus:
♊,Gemini,:Gemini:
♋,Cancer,:Cancer:
♌,Leo,:Leo:
♍,Virgo,:Virgo:
♎,Libra,:Libra:
♏,Scorpio,:Scorpio:
♐,Sagittarius,:Sagittarius:
♑,Capricorn,:Capricorn:
♒,Aquarius,:Aquarius:
♓,Pisces,:Pisces:
⛎,Ophiuchus,:Ophiuchus:
🔀,shuffle_tracks_button,:shuffle_tracks_button:
🔁,repeat_button,:repeat_button:
🔂,repeat_single_button,:repeat_single_button:
▶️,play_button,:play_button:
▶,play_button,:play_button:
⏩,fast-forward_button,:fast-forward_button:
⏭️,next_track_button,:next_track_button:
⏭,next_track_button,:next_track_button:
⏯️,play_or_pause_button,:play_or_pause_button:
⏯,play_or_pause_button,:play_or_pause_button:
◀️,reverse_button,:reverse_button:
◀,reverse_button,:reverse_button:
⏪,fast_reverse_button,:fast_reverse_button:
⏮️,last_track_button,:last_track_button:
⏮,last_track_button,:last_track_button:
🔼,upwards_button,:upwards_button:
⏫,fast_up_button,:fast_up_button:
🔽,downwards_button,:downwards_button:
⏬,fast_down_button,:fast_down_button:
⏸️,pause_button,:pause_button:
⏸,pause_button,:pause_button:
⏹️,stop_button,:stop_button:
⏹,stop_button,:stop_button:
⏺️,record_button,:record_button:
⏺,record_button,:record_button:
⏏️,eject_button,:eject_button:
⏏,eject_button,:eject_button:
🎦,cinema,:cinema:
🔅,dim_button,:dim_button:
🔆,bright_button,:bright_button:
📶,antenna_bars,:antenna_bars:
📳,vibration_mode,:vibration_mode:
📴,mobile_phone_off,:mobile_phone_off:
♀️,female_sign,:female_sign:
♀,female_sign,:female_sign:
♂️,male_sign,:male_sign:
♂,male_sign,:male_sign:
⚕️,medical_symbol,:medical_symbol:
⚕,medical_symbol,:medical_symbol:
♾️,infinity,:infinity:
♾,infinity,:infinity:
♻️,recycling_symbol,:recycling_symbol:
♻,recycling_symbol,:recycling_symbol:
⚜️,fleur-de-lis,:fleur-de-lis:
⚜,fleur-de-lis,:fleur-de-lis:
🔱,trident_emblem,:trident_emblem:
📛,name_badge,:name_badge:
🔰,Japanese_symbol_for_beginner,:Japanese_symbol_for_beginner:
⭕,heavy_large_circle,:heavy_large_circle:
✅,white_heavy_check_mark,:white_heavy_check_mark:
☑️,ballot_box_with_check,:ballot_box_with_check:
☑,ballot_box_with_check,:ballot_box_with_check:
✔️,heavy_check_mark,:heavy_check_mark:
✔,heavy_check_mark,:heavy_check_mark:
✖️,heavy_multiplication_x,:heavy_multiplication_x:
✖,heavy_multiplication_x,:heavy_multiplication_x:
❌,cross_mark,:cross_mark:
❎,cross_mark_button,:cross_mark_button:
➕,heavy_plus_sign,:heavy_plus_sign:
➖,heavy_minus_sign,:heavy_minus_sign:
➗,heavy_division_sign,:heavy_division_sign:
➰,curly_loop,:curly_loop:
➿,double_curly_loop,:double_curly_loop:
〽️,part_alternation_mark,:part_alternation_mark:
〽,part_alternation_mark,:part_alternation_mark:
✳️,eight-spoked_asterisk,:eight-spoked_asterisk:
✳,eight-spoked_asterisk,:eight-spoked_asterisk:
✴️,eight-pointed_star,:eight-pointed_star:
✴,eight-pointed_star,:eight-pointed_star:
❇️,sparkle,:sparkle:
❇,sparkle,:sparkle:
‼️,double_exclamation_mark,:double_exclamation_mark:
‼,double_exclamation_mark,:double_exclamation_mark:
⁉️,exclamation_question_mark,:exclamation_question_mark:
⁉,exclamation_question_mark,:exclamation_question_mark:
❓,question_mark,:question_mark:
❔,white_question_mark,:white_question_mark:
❕,white_exclamation_mark,:white_exclamation_mark:
❗,exclamation_mark,:exclamation_mark:
〰️,wavy_dash,:wavy_dash:
〰,wavy_dash,:wavy_dash:
©️,copyright,:copyright:
©,copyright,:copyright:
®️,registered,:registered:
®,registered,:registered:
™️,trade_mark,:trade_mark:
™,trade_mark,:trade_mark:
*️⃣,keycap:_*,:keycap:_*:
*⃣,keycap:_*,:keycap:_*:
0️⃣,keycap:_0,:keycap:_0:
0⃣,keycap:_0,:keycap:_0:
1️⃣,keycap:_1,:keycap:_1:
1⃣,keycap:_1,:keycap:_1:
2️⃣,keycap:_2,:keycap:_2:
2⃣,keycap:_2,:keycap:_2:
3️⃣,keycap:_3,:keycap:_3:
3⃣,keycap:_3,:keycap:_3:
4️⃣,keycap:_4,:keycap:_4:
4⃣,keycap:_4,:keycap:_4:
5️⃣,keycap:_5,:keycap:_5:
5⃣,keycap:_5,:keycap:_5:
6️⃣,keycap:_6,:keycap:_6:
6⃣,keycap:_6,:keycap:_6:
7️⃣,keycap:_7,:keycap:_7:
7⃣,keycap:_7,:keycap:_7:
8️⃣,keycap:_8,:keycap:_8:
8⃣,keycap:_8,:keycap:_8:
9️⃣,keycap:_9,:keycap:_9:
9⃣,keycap:_9,:keycap:_9:
🔟,keycap:_10,:keycap:_10:
💯,hundred_points,:hundred_points:
🔠,input_latin_uppercase,:input_latin_uppercase:
🔡,input_latin_lowercase,:input_latin_lowercase:
🔢,input_numbers,:input_numbers:
🔣,input_symbols,:input_symbols:
🔤,input_latin_letters,:input_latin_letters:
🅰️,A_button_(blood_type),:A_button_(blood_type):
🅰,A_button_(blood_type),:A_button_(blood_type):
🆎,AB_button_(blood_type),:AB_button_(blood_type):
🅱️,B_button_(blood_type),:B_button_(blood_type):
🅱,B_button_(blood_type),:B_button_(blood_type):
🆑,CL_button,:CL_button:
🆒,COOL_button,:COOL_button:
🆓,FREE_button,:FREE_button:
ℹ️,information,:information:
ℹ,information,:information:
🆔,ID_button,:ID_button:
Ⓜ️,circled_M,:circled_M:
Ⓜ,circled_M,:circled_M:
🆕,NEW_button,:NEW_button:
🆖,NG_button,:NG_button:
🅾️,O_button_(blood_type),:O_button_(blood_type):
🅾,O_button_(blood_type),:O_button_(blood_type):
🆗,OK_button,:OK_button:
🅿️,P_button,:P_button:
🅿,P_button,:P_button:
🆘,SOS_button,:SOS_button:
🆙,UP!_button,:UP!_button:
🆚,VS_button,:VS_button:
🈁,Japanese_“here”_button,:Japanese_“here”_button:
🈂️,Japanese_“service_charge”_button,:Japanese_“service_charge”_button:
🈂,Japanese_“service_charge”_button,:Japanese_“service_charge”_button:
🈷️,Japanese_“monthly_amount”_button,:Japanese_“monthly_amount”_button:
🈷,Japanese_“monthly_amount”_button,:Japanese_“monthly_amount”_button:
🈶,Japanese_“not_free_of_charge”_button,:Japanese_“not_free_of_charge”_button:
🈯,Japanese_“reserved”_button,:Japanese_“reserved”_button:
🉐,Japanese_“bargain”_button,:Japanese_“bargain”_button:
🈹,Japanese_“discount”_button,:Japanese_“discount”_button:
🈚,Japanese_“free_of_charge”_button,:Japanese_“free_of_charge”_button:
🈲,Japanese_“prohibited”_button,:Japanese_“prohibited”_button:
🉑,Japanese_“acceptable”_button,:Japanese_“acceptable”_button:
🈸,Japanese_“application”_button,:Japanese_“application”_button:
🈴,Japanese_“passing_grade”_button,:Japanese_“passing_grade”_button:
🈳,Japanese_“vacancy”_button,:Japanese_“vacancy”_button:
㊗️,Japanese_“congratulations”_button,:Japanese_“congratulations”_button:
㊗,Japanese_“congratulations”_button,:Japanese_“congratulations”_button:
㊙️,Japanese_“secret”_button,:Japanese_“secret”_button:
㊙,Japanese_“secret”_button,:Japanese_“secret”_button:
🈺,Japanese_“open_for_business”_button,:Japanese_“open_for_business”_button:
🈵,Japanese_“no_vacancy”_button,:Japanese_“no_vacancy”_button:
▪️,black_small_square,:black_small_square:
▪,black_small_square,:black_small_square:
▫️,white_small_square,:white_small_square:
▫,white_small_square,:white_small_square:
◻️,white_medium_square,:white_medium_square:
◻,white_medium_square,:white_medium_square:
◼️,black_medium_square,:black_medium_square:
◼,black_medium_square,:black_medium_square:
◽,white_medium-small_square,:white_medium-small_square:
◾,black_medium-small_square,:black_medium-small_square:
⬛,black_large_square,:black_large_square:
⬜,white_large_square,:white_large_square:
🔶,large_orange_diamond,:large_orange_diamond:
🔷,large_blue_diamond,:large_blue_diamond:
🔸,small_orange_diamond,:small_orange_diamond:
🔹,small_blue_diamond,:small_blue_diamond:
🔺,red_triangle_pointed_up,:red_triangle_pointed_up:
🔻,red_triangle_pointed_down,:red_triangle_pointed_down:
💠,diamond_with_a_dot,:diamond_with_a_dot:
🔘,radio_button,:radio_button:
🔲,black_square_button,:black_square_button:
🔳,white_square_button,:white_square_button:
⚪,white_circle,:white_circle:
⚫,black_circle,:black_circle:
🔴,red_circle,:red_circle:
🔵,blue_circle,:blue_circle:
🏁,chequered_flag,:chequered_flag:
🚩,triangular_flag,:triangular_flag:
🎌,crossed_flags,:crossed_flags:
🏴,black_flag,:black_flag:
🏳️,white_flag,:white_flag:
🏳,white_flag,:white_flag:
🏳️‍🌈,rainbow_flag,:rainbow_flag:
🏳‍🌈,rainbow_flag,:rainbow_flag:
🏴‍☠️,pirate_flag,:pirate_flag:
🏴‍☠,pirate_flag,:pirate_flag:
🇦🇨,Ascension_Island,:Ascension_Island:
🇦🇩,Andorra,:Andorra:
🇦🇪,United_Arab_Emirates,:United_Arab_Emirates:
🇦🇫,Afghanistan,:Afghanistan:
🇦🇬,Antigua_&_Barbuda,:Antigua_&_Barbuda:
🇦🇮,Anguilla,:Anguilla:
🇦🇱,Albania,:Albania:
🇦🇲,Armenia,:Armenia:
🇦🇴,Angola,:Angola:
🇦🇶,Antarctica,:Antarctica:
🇦🇷,Argentina,:Argentina:
🇦🇸,American_Samoa,:American_Samoa:
🇦🇹,Austria,:Austria:
🇦🇺,Australia,:Australia:
🇦🇼,Aruba,:Aruba:
🇦🇽_Åland_Islands,,
🇦🇿,Azerbaijan,:Azerbaijan:
🇧🇦,Bosnia_&_Herzegovina,:Bosnia_&_Herzegovina:
🇧🇧,Barbados,:Barbados:
🇧🇩,Bangladesh,:Bangladesh:
🇧🇪,Belgium,:Belgium:
🇧🇫,Burkina_Faso,:Burkina_Faso:
🇧🇬,Bulgaria,:Bulgaria:
🇧🇭,Bahrain,:Bahrain:
🇧🇮,Burundi,:Burundi:
🇧🇯,Benin,:Benin:
🇧🇱,St.Barthélemy,:St.Barthélemy:
🇧🇲,Bermuda,:Bermuda:
🇧🇳,Brunei,:Brunei:
🇧🇴,Bolivia,:Bolivia:
🇧🇶,Caribbean_Netherlands,:Caribbean_Netherlands:
🇧🇷,Brazil,:Brazil:
🇧🇸,Bahamas,:Bahamas:
🇧🇹,Bhutan,:Bhutan:
🇧🇻,Bouvet_Island,:Bouvet_Island:
🇧🇼,Botswana,:Botswana:
🇧🇾,Belarus,:Belarus:
🇧🇿,Belize,:Belize:
🇨🇦,Canada,:Canada:
🇨🇨,Cocos_(Keeling)_Islands,:Cocos_(Keeling)_Islands:
🇨🇩,Congo_-_Kinshasa,:Congo_-_Kinshasa:
🇨🇫,Central_African_Republic,:Central_African_Republic:
🇨🇬,Congo_-_Brazzaville,:Congo_-_Brazzaville:
🇨🇭,Switzerland,:Switzerland:
🇨🇮,Côte_d’Ivoire,:Côte_d’Ivoire:
🇨🇰,Cook_Islands,:Cook_Islands:
🇨🇱,Chile,:Chile:
🇨🇲,Cameroon,:Cameroon:
🇨🇳,China,:China:
🇨🇴,Colombia,:Colombia:
🇨🇵,Clipperton_Island,:Clipperton_Island:
🇨🇷,Costa_Rica,:Costa_Rica:
🇨🇺,Cuba,:Cuba:
🇨🇻,Cape_Verde,:Cape_Verde:
🇨🇼,Curaçao,:Curaçao:
🇨🇽,Christmas_Island,:Christmas_Island:
🇨🇾,Cyprus,:Cyprus:
🇨🇿,Czechia,:Czechia:
🇩🇪,Germany,:Germany:
🇩🇬,Diego_Garcia,:Diego_Garcia:
🇩🇯,Djibouti,:Djibouti:
🇩🇰,Denmark,:Denmark:
🇩🇲,Dominica,:Dominica:
🇩🇴,Dominican_Republic,:Dominican_Republic:
🇩🇿,Algeria,:Algeria:
🇪🇦,Ceuta_&_Melilla,:Ceuta_&_Melilla:
🇪🇨,Ecuador,:Ecuador:
🇪🇪,Estonia,:Estonia:
🇪🇬,Egypt,:Egypt:
🇪🇭,Western_Sahara,:Western_Sahara:
🇪🇷,Eritrea,:Eritrea:
🇪🇸,Spain,:Spain:
🇪🇹,Ethiopia,:Ethiopia:
🇪🇺,European_Union,:European_Union:
🇫🇮,Finland,:Finland:
🇫🇯,Fiji,:Fiji:
🇫🇰,Falkland_Islands,:Falkland_Islands:
🇫🇲,Micronesia,:Micronesia:
🇫🇴,Faroe_Islands,:Faroe_Islands:
🇫🇷,France,:France:
🇬🇦,Gabon,:Gabon:
🇬🇧,United_Kingdom,:United_Kingdom:
🇬🇩,Grenada,:Grenada:
🇬🇪,Georgia,:Georgia:
🇬🇫,French_Guiana,:French_Guiana:
🇬🇬,Guernsey,:Guernsey:
🇬🇭,Ghana,:Ghana:
🇬🇮,Gibraltar,:Gibraltar:
🇬🇱,Greenland,:Greenland:
🇬🇲,Gambia,:Gambia:
🇬🇳,Guinea,:Guinea:
🇬🇵,Guadeloupe,:Guadeloupe:
🇬🇶,Equatorial_Guinea,:Equatorial_Guinea:
🇬🇷,Greece,:Greece:
🇬🇸,South_Georgia_&_South_Sandwich_Islands,:South_Georgia_&_South_Sandwich_Islands:
🇬🇹,Guatemala,:Guatemala:
🇬🇺,Guam,:Guam:
🇬🇼,Guinea-Bissau,:Guinea-Bissau:
🇬🇾,Guyana,:Guyana:
🇭🇰,Hong_Kong_SAR_China,:Hong_Kong_SAR_China:
🇭🇲,Heard_&_McDonald_Islands,:Heard_&_McDonald_Islands:
🇭🇳,Honduras,:Honduras:
🇭🇷,Croatia,:Croatia:
🇭🇹,Haiti,:Haiti:
🇭🇺,Hungary,:Hungary:
🇮🇨,Canary_Islands,:Canary_Islands:
🇮🇩,Indonesia,:Indonesia:
🇮🇪,Ireland,:Ireland:
🇮🇱,Israel,:Israel:
🇮🇲,Isle_of_Man,:Isle_of_Man:
🇮🇳,India,:India:
🇮🇴,British_Indian_Ocean_Territory,:British_Indian_Ocean_Territory:
🇮🇶,Iraq,:Iraq:
🇮🇷,Iran,:Iran:
🇮🇸,Iceland,:Iceland:
🇮🇹,Italy,:Italy:
🇯🇪,Jersey,:Jersey:
🇯🇲,Jamaica,:Jamaica:
🇯🇴,Jordan,:Jordan:
🇯🇵,Japan,:Japan:
🇰🇪,Kenya,:Kenya:
🇰🇬,Kyrgyzstan,:Kyrgyzstan:
🇰🇭,Cambodia,:Cambodia:
🇰🇮,Kiribati,:Kiribati:
🇰🇲,Comoros,:Comoros:
🇰🇳,St.Kitts_&_Nevis,:St.Kitts_&_Nevis:
🇰🇵,North_Korea,:North_Korea:
🇰🇷,South_Korea,:South_Korea:
🇰🇼,Kuwait,:Kuwait:
🇰🇾,Cayman_Islands,:Cayman_Islands:
🇰🇿,Kazakhstan,:Kazakhstan:
🇱🇦,Laos,:Laos:
🇱🇧,Lebanon,:Lebanon:
🇱🇨,St.Lucia,:St.Lucia:
🇱🇮,Liechtenstein,:Liechtenstein:
🇱🇰,Sri_Lanka,:Sri_Lanka:
🇱🇷,Liberia,:Liberia:
🇱🇸,Lesotho,:Lesotho:
🇱🇹,Lithuania,:Lithuania:
🇱🇺,Luxembourg,:Luxembourg:
🇱🇻,Latvia,:Latvia:
🇱🇾,Libya,:Libya:
🇲🇦,Morocco,:Morocco:
🇲🇨,Monaco,:Monaco:
🇲🇩,Moldova,:Moldova:
🇲🇪,Montenegro,:Montenegro:
🇲🇫,St.Martin,:St.Martin:
🇲🇬,Madagascar,:Madagascar:
🇲🇭,Marshall_Islands,:Marshall_Islands:
🇲🇰,Macedonia,:Macedonia:
🇲🇱,Mali,:Mali:
🇲🇲,Myanmar_(Burma),:Myanmar_(Burma):
🇲🇳,Mongolia,:Mongolia:
🇲🇴,Macau_SAR_China,:Macau_SAR_China:
🇲🇵,Northern_Mariana_Islands,:Northern_Mariana_Islands:
🇲🇶,Martinique,:Martinique:
🇲🇷,Mauritania,:Mauritania:
🇲🇸,Montserrat,:Montserrat:
🇲🇹,Malta,:Malta:
🇲🇺,Mauritius,:Mauritius:
🇲🇻,Maldives,:Maldives:
🇲🇼,Malawi,:Malawi:
🇲🇽,Mexico,:Mexico:
🇲🇾,Malaysia,:Malaysia:
🇲🇿,Mozambique,:Mozambique:
🇳🇦,Namibia,:Namibia:
🇳🇨,New_Caledonia,:New_Caledonia:
🇳🇪,Niger,:Niger:
🇳🇫,Norfolk_Island,:Norfolk_Island:
🇳🇬,Nigeria,:Nigeria:
🇳🇮,Nicaragua,:Nicaragua:
🇳🇱,Netherlands,:Netherlands:
🇳🇴,Norway,:Norway:
🇳🇵,Nepal,:Nepal:
🇳🇷,Nauru,:Nauru:
🇳🇺,Niue,:Niue:
🇳🇿,New_Zealand,:New_Zealand:
🇴🇲,Oman,:Oman:
🇵🇦,Panama,:Panama:
🇵🇪,Peru,:Peru:
🇵🇫,French_Polynesia,:French_Polynesia:
🇵🇬,Papua_New_Guinea,:Papua_New_Guinea:
🇵🇭,Philippines,:Philippines:
🇵🇰,Pakistan,:Pakistan:
🇵🇱,Poland,:Poland:
🇵🇲,St.Pierre_&_Miquelon,:St.Pierre_&_Miquelon:
🇵🇳,Pitcairn_Islands,:Pitcairn_Islands:
🇵🇷,Puerto_Rico,:Puerto_Rico:
🇵🇸,Palestinian_Territories,:Palestinian_Territories:
🇵🇹,Portugal,:Portugal:
🇵🇼,Palau,:Palau:
🇵🇾,Paraguay,:Paraguay:
🇶🇦,Qatar,:Qatar:
🇷🇪,Réunion,:Réunion:
🇷🇴,Romania,:Romania:
🇷🇸,Serbia,:Serbia:
🇷🇺,Russia,:Russia:
🇷🇼,Rwanda,:Rwanda:
🇸🇦,Saudi_Arabia,:Saudi_Arabia:
🇸🇧,Solomon_Islands,:Solomon_Islands:
🇸🇨,Seychelles,:Seychelles:
🇸🇩,Sudan,:Sudan:
🇸🇪,Sweden,:Sweden:
🇸🇬,Singapore,:Singapore:
🇸🇭,St.Helena,:St.Helena:
🇸🇮,Slovenia,:Slovenia:
🇸🇯,Svalbard_&_Jan_Mayen,:Svalbard_&_Jan_Mayen:
🇸🇰,Slovakia,:Slovakia:
🇸🇱,Sierra_Leone,:Sierra_Leone:
🇸🇲,San_Marino,:San_Marino:
🇸🇳,Senegal,:Senegal:
🇸🇴,Somalia,:Somalia:
🇸🇷,Suriname,:Suriname:
🇸🇸,South_Sudan,:South_Sudan:
🇸🇹,São_Tomé_&_Príncipe,:São_Tomé_&_Príncipe:
🇸🇻,El_Salvador,:El_Salvador:
🇸🇽,Sint_Maarten,:Sint_Maarten:
🇸🇾,Syria,:Syria:
🇸🇿,Swaziland,:Swaziland:
🇹🇦,Tristan_da_Cunha,:Tristan_da_Cunha:
🇹🇨,Turks_&_Caicos_Islands,:Turks_&_Caicos_Islands:
🇹🇩,Chad,:Chad:
🇹🇫,French_Southern_Territories,:French_Southern_Territories:
🇹🇬,Togo,:Togo:
🇹🇭,Thailand,:Thailand:
🇹🇯,Tajikistan,:Tajikistan:
🇹🇰,Tokelau,:Tokelau:
🇹🇱,Timor-Leste,:Timor-Leste:
🇹🇲,Turkmenistan,:Turkmenistan:
🇹🇳,Tunisia,:Tunisia:
🇹🇴,Tonga,:Tonga:
🇹🇷,Turkey,:Turkey:
🇹🇹,Trinidad_&_Tobago,:Trinidad_&_Tobago:
🇹🇻,Tuvalu,:Tuvalu:
🇹🇼,Taiwan,:Taiwan:
🇹🇿,Tanzania,:Tanzania:
🇺🇦,Ukraine,:Ukraine:
🇺🇬,Uganda,:Uganda:
🇺🇲,U.S.Outlying_Islands,:U.S.Outlying_Islands:
🇺🇳,United_Nations,:United_Nations:
🇺🇸,United_States,:United_States:
🇺🇾,Uruguay,:Uruguay:
🇺🇿,Uzbekistan,:Uzbekistan:
🇻🇦,Vatican_City,:Vatican_City:
🇻🇨,St.Vincent_&_Grenadines,:St.Vincent_&_Grenadines:
🇻🇪,Venezuela,:Venezuela:
🇻🇬,British_Virgin_Islands,:British_Virgin_Islands:
🇻🇮,U.S.Virgin_Islands,:U.S.Virgin_Islands:
