emoji,name,shortname
👩🏼‍🚒,woman_firefighter:medium-light_skin_tone,:woman_firefighter:medium-light_skin_tone:
👩🏽‍🚒,woman_firefighter:medium_skin_tone,:woman_firefighter:medium_skin_tone:
👩🏾‍🚒,woman_firefighter:medium-dark_skin_tone,:woman_firefighter:medium-dark_skin_tone:
👩🏿‍🚒,woman_firefighter:dark_skin_tone,:woman_firefighter:dark_skin_tone:
👮,police_officer,:police_officer:
👮🏻,police_officer:light_skin_tone,:police_officer:light_skin_tone:
👮🏼,police_officer:medium-light_skin_tone,:police_officer:medium-light_skin_tone:
👮🏽,police_officer:medium_skin_tone,:police_officer:medium_skin_tone:
👮🏾,police_officer:medium-dark_skin_tone,:police_officer:medium-dark_skin_tone:
👮🏿,police_officer:dark_skin_tone,:police_officer:dark_skin_tone:
👮‍♂️,man_police_officer,:man_police_officer:
👮‍♂,man_police_officer,:man_police_officer:
👮🏻‍♂️,man_police_officer:light_skin_tone,:man_police_officer:light_skin_tone:
👮🏻‍♂,man_police_officer:light_skin_tone,:man_police_officer:light_skin_tone:
👮🏼‍♂️,man_police_officer:medium-light_skin_tone,:man_police_officer:medium-light_skin_tone:
👮🏼‍♂,man_police_officer:medium-light_skin_tone,:man_police_officer:medium-light_skin_tone:
👮🏽‍♂️,man_police_officer:medium_skin_tone,:man_police_officer:medium_skin_tone:
👮🏽‍♂,man_police_officer:medium_skin_tone,:man_police_officer:medium_skin_tone:
👮🏾‍♂️,man_police_officer:medium-dark_skin_tone,:man_police_officer:medium-dark_skin_tone:
👮🏾‍♂,man_police_officer:medium-dark_skin_tone,:man_police_officer:medium-dark_skin_tone:
👮🏿‍♂️,man_police_officer:dark_skin_tone,:man_police_officer:dark_skin_tone:
👮🏿‍♂,man_police_officer:dark_skin_tone,:man_police_officer:dark_skin_tone:
👮‍♀️,woman_police_officer,:woman_police_officer:
👮‍♀,woman_police_officer,:woman_police_officer:
👮🏻‍♀️,woman_police_officer:light_skin_tone,:woman_police_officer:light_skin_tone:
👮🏻‍♀,woman_police_officer:light_skin_tone,:woman_police_officer:light_skin_tone:
👮🏼‍♀️,woman_police_officer:medium-light_skin_tone,:woman_police_officer:medium-light_skin_tone:
👮🏼‍♀,woman_police_officer:medium-light_skin_tone,:woman_police_officer:medium-light_skin_tone:
👮🏽‍♀️,woman_police_officer:medium_skin_tone,:woman_police_officer:medium_skin_tone:
👮🏽‍♀,woman_police_officer:medium_skin_tone,:woman_police_officer:medium_skin_tone:
👮🏾‍♀️,woman_police_officer:medium-dark_skin_tone,:woman_police_officer:medium-dark_skin_tone:
👮🏾‍♀,woman_police_officer:medium-dark_skin_tone,:woman_police_officer:medium-dark_skin_tone:
👮🏿‍♀️,woman_police_officer:dark_skin_tone,:woman_police_officer:dark_skin_tone:
👮🏿‍♀,woman_police_officer:dark_skin_tone,:woman_police_officer:dark_skin_tone:
🕵️,detective,:detective:
🕵,detective,:detective:
🕵🏻,detective:light_skin_tone,:detective:light_skin_tone:
🕵🏼,detective:medium-light_skin_tone,:detective:medium-light_skin_tone:
🕵🏽,detective:medium_skin_tone,:detective:medium_skin_tone:
🕵🏾,detective:medium-dark_skin_tone,:detective:medium-dark_skin_tone:
🕵🏿,detective:dark_skin_tone,:detective:dark_skin_tone:
🕵️‍♂️,man_detective,:man_detective:
🕵‍♂️,man_detective,:man_detective:
🕵️‍♂,man_detective,:man_detective:
🕵‍♂,man_detective,:man_detective:
🕵🏻‍♂️,man_detective:light_skin_tone,:man_detective:light_skin_tone:
🕵🏻‍♂,man_detective:light_skin_tone,:man_detective:light_skin_tone:
🕵🏼‍♂️,man_detective:medium-light_skin_tone,:man_detective:medium-light_skin_tone:
🕵🏼‍♂,man_detective:medium-light_skin_tone,:man_detective:medium-light_skin_tone:
🕵🏽‍♂️,man_detective:medium_skin_tone,:man_detective:medium_skin_tone:
🕵🏽‍♂,man_detective:medium_skin_tone,:man_detective:medium_skin_tone:
🕵🏾‍♂️,man_detective:medium-dark_skin_tone,:man_detective:medium-dark_skin_tone:
🕵🏾‍♂,man_detective:medium-dark_skin_tone,:man_detective:medium-dark_skin_tone:
🕵🏿‍♂️,man_detective:dark_skin_tone,:man_detective:dark_skin_tone:
🕵🏿‍♂,man_detective:dark_skin_tone,:man_detective:dark_skin_tone:
🕵️‍♀️,woman_detective,:woman_detective:
🕵‍♀️,woman_detective,:woman_detective:
🕵️‍♀,woman_detective,:woman_detective:
🕵‍♀,woman_detective,:woman_detective:
🕵🏻‍♀️,woman_detective:light_skin_tone,:woman_detective:light_skin_tone:
🕵🏻‍♀,woman_detective:light_skin_tone,:woman_detective:light_skin_tone:
🕵🏼‍♀️,woman_detective:medium-light_skin_tone,:woman_detective:medium-light_skin_tone:
🕵🏼‍♀,woman_detective:medium-light_skin_tone,:woman_detective:medium-light_skin_tone:
🕵🏽‍♀️,woman_detective:medium_skin_tone,:woman_detective:medium_skin_tone:
🕵🏽‍♀,woman_detective:medium_skin_tone,:woman_detective:medium_skin_tone:
🕵🏾‍♀️,woman_detective:medium-dark_skin_tone,:woman_detective:medium-dark_skin_tone:
🕵🏾‍♀,woman_detective:medium-dark_skin_tone,:woman_detective:medium-dark_skin_tone:
🕵🏿‍♀️,woman_detective:dark_skin_tone,:woman_detective:dark_skin_tone:
🕵🏿‍♀,woman_detective:dark_skin_tone,:woman_detective:dark_skin_tone:
💂,guard,:guard:
💂🏻,guard:light_skin_tone,:guard:light_skin_tone:
💂🏼,guard:medium-light_skin_tone,:guard:medium-light_skin_tone:
💂🏽,guard:medium_skin_tone,:guard:medium_skin_tone:
💂🏾,guard:medium-dark_skin_tone,:guard:medium-dark_skin_tone:
💂🏿,guard:dark_skin_tone,:guard:dark_skin_tone:
💂‍♂️,man_guard,:man_guard:
💂‍♂,man_guard,:man_guard:
💂🏻‍♂️,man_guard:light_skin_tone,:man_guard:light_skin_tone:
💂🏻‍♂,man_guard:light_skin_tone,:man_guard:light_skin_tone:
💂🏼‍♂️,man_guard:medium-light_skin_tone,:man_guard:medium-light_skin_tone:
💂🏼‍♂,man_guard:medium-light_skin_tone,:man_guard:medium-light_skin_tone:
💂🏽‍♂️,man_guard:medium_skin_tone,:man_guard:medium_skin_tone:
💂🏽‍♂,man_guard:medium_skin_tone,:man_guard:medium_skin_tone:
💂🏾‍♂️,man_guard:medium-dark_skin_tone,:man_guard:medium-dark_skin_tone:
💂🏾‍♂,man_guard:medium-dark_skin_tone,:man_guard:medium-dark_skin_tone:
💂🏿‍♂️,man_guard:dark_skin_tone,:man_guard:dark_skin_tone:
💂🏿‍♂,man_guard:dark_skin_tone,:man_guard:dark_skin_tone:
💂‍♀️,woman_guard,:woman_guard:
💂‍♀,woman_guard,:woman_guard:
💂🏻‍♀️,woman_guard:light_skin_tone,:woman_guard:light_skin_tone:
💂🏻‍♀,woman_guard:light_skin_tone,:woman_guard:light_skin_tone:
💂🏼‍♀️,woman_guard:medium-light_skin_tone,:woman_guard:medium-light_skin_tone:
💂🏼‍♀,woman_guard:medium-light_skin_tone,:woman_guard:medium-light_skin_tone:
💂🏽‍♀️,woman_guard:medium_skin_tone,:woman_guard:medium_skin_tone:
💂🏽‍♀,woman_guard:medium_skin_tone,:woman_guard:medium_skin_tone:
💂🏾‍♀️,woman_guard:medium-dark_skin_tone,:woman_guard:medium-dark_skin_tone:
💂🏾‍♀,woman_guard:medium-dark_skin_tone,:woman_guard:medium-dark_skin_tone:
💂🏿‍♀️,woman_guard:dark_skin_tone,:woman_guard:dark_skin_tone:
💂🏿‍♀,woman_guard:dark_skin_tone,:woman_guard:dark_skin_tone:
👷,construction_worker,:construction_worker:
👷🏻,construction_worker:light_skin_tone,:construction_worker:light_skin_tone:
👷🏼,construction_worker:medium-light_skin_tone,:construction_worker:medium-light_skin_tone:
👷🏽,construction_worker:medium_skin_tone,:construction_worker:medium_skin_tone:
👷🏾,construction_worker:medium-dark_skin_tone,:construction_worker:medium-dark_skin_tone:
👷🏿,construction_worker:dark_skin_tone,:construction_worker:dark_skin_tone:
👷‍♂️,man_construction_worker,:man_construction_worker:
👷‍♂,man_construction_worker,:man_construction_worker:
👷🏻‍♂️,man_construction_worker:light_skin_tone,:man_construction_worker:light_skin_tone:
👷🏻‍♂,man_construction_worker:light_skin_tone,:man_construction_worker:light_skin_tone:
👷🏼‍♂️,man_construction_worker:medium-light_skin_tone,:man_construction_worker:medium-light_skin_tone:
👷🏼‍♂,man_construction_worker:medium-light_skin_tone,:man_construction_worker:medium-light_skin_tone:
👷🏽‍♂️,man_construction_worker:medium_skin_tone,:man_construction_worker:medium_skin_tone:
👷🏽‍♂,man_construction_worker:medium_skin_tone,:man_construction_worker:medium_skin_tone:
👷🏾‍♂️,man_construction_worker:medium-dark_skin_tone,:man_construction_worker:medium-dark_skin_tone:
👷🏾‍♂,man_construction_worker:medium-dark_skin_tone,:man_construction_worker:medium-dark_skin_tone:
👷🏿‍♂️,man_construction_worker:dark_skin_tone,:man_construction_worker:dark_skin_tone:
👷🏿‍♂,man_construction_worker:dark_skin_tone,:man_construction_worker:dark_skin_tone:
👷‍♀️,woman_construction_worker,:woman_construction_worker:
👷‍♀,woman_construction_worker,:woman_construction_worker:
👷🏻‍♀️,woman_construction_worker:light_skin_tone,:woman_construction_worker:light_skin_tone:
👷🏻‍♀,woman_construction_worker:light_skin_tone,:woman_construction_worker:light_skin_tone:
👷🏼‍♀️,woman_construction_worker:medium-light_skin_tone,:woman_construction_worker:medium-light_skin_tone:
👷🏼‍♀,woman_construction_worker:medium-light_skin_tone,:woman_construction_worker:medium-light_skin_tone:
👷🏽‍♀️,woman_construction_worker:medium_skin_tone,:woman_construction_worker:medium_skin_tone:
👷🏽‍♀,woman_construction_worker:medium_skin_tone,:woman_construction_worker:medium_skin_tone:
👷🏾‍♀️,woman_construction_worker:medium-dark_skin_tone,:woman_construction_worker:medium-dark_skin_tone:
👷🏾‍♀,woman_construction_worker:medium-dark_skin_tone,:woman_construction_worker:medium-dark_skin_tone:
👷🏿‍♀️,woman_construction_worker:dark_skin_tone,:woman_construction_worker:dark_skin_tone:
👷🏿‍♀,woman_construction_worker:dark_skin_tone,:woman_construction_worker:dark_skin_tone:
🤴,prince,:prince:
🤴🏻,prince:light_skin_tone,:prince:light_skin_tone:
🤴🏼,prince:medium-light_skin_tone,:prince:medium-light_skin_tone:
🤴🏽,prince:medium_skin_tone,:prince:medium_skin_tone:
🤴🏾,prince:medium-dark_skin_tone,:prince:medium-dark_skin_tone:
🤴🏿,prince:dark_skin_tone,:prince:dark_skin_tone:
👸,princess,:princess:
👸🏻,princess:light_skin_tone,:princess:light_skin_tone:
👸🏼,princess:medium-light_skin_tone,:princess:medium-light_skin_tone:
👸🏽,princess:medium_skin_tone,:princess:medium_skin_tone:
👸🏾,princess:medium-dark_skin_tone,:princess:medium-dark_skin_tone:
👸🏿,princess:dark_skin_tone,:princess:dark_skin_tone:
👳,person_wearing_turban,:person_wearing_turban:
👳🏻,person_wearing_turban:light_skin_tone,:person_wearing_turban:light_skin_tone:
👳🏼,person_wearing_turban:medium-light_skin_tone,:person_wearing_turban:medium-light_skin_tone:
👳🏽,person_wearing_turban:medium_skin_tone,:person_wearing_turban:medium_skin_tone:
👳🏾,person_wearing_turban:medium-dark_skin_tone,:person_wearing_turban:medium-dark_skin_tone:
👳🏿,person_wearing_turban:dark_skin_tone,:person_wearing_turban:dark_skin_tone:
👳‍♂️,man_wearing_turban,:man_wearing_turban:
👳‍♂,man_wearing_turban,:man_wearing_turban:
👳🏻‍♂️,man_wearing_turban:light_skin_tone,:man_wearing_turban:light_skin_tone:
👳🏻‍♂,man_wearing_turban:light_skin_tone,:man_wearing_turban:light_skin_tone:
👳🏼‍♂️,man_wearing_turban:medium-light_skin_tone,:man_wearing_turban:medium-light_skin_tone:
👳🏼‍♂,man_wearing_turban:medium-light_skin_tone,:man_wearing_turban:medium-light_skin_tone:
👳🏽‍♂️,man_wearing_turban:medium_skin_tone,:man_wearing_turban:medium_skin_tone:
👳🏽‍♂,man_wearing_turban:medium_skin_tone,:man_wearing_turban:medium_skin_tone:
👳🏾‍♂️,man_wearing_turban:medium-dark_skin_tone,:man_wearing_turban:medium-dark_skin_tone:
👳🏾‍♂,man_wearing_turban:medium-dark_skin_tone,:man_wearing_turban:medium-dark_skin_tone:
👳🏿‍♂️,man_wearing_turban:dark_skin_tone,:man_wearing_turban:dark_skin_tone:
👳🏿‍♂,man_wearing_turban:dark_skin_tone,:man_wearing_turban:dark_skin_tone:
👳‍♀️,woman_wearing_turban,:woman_wearing_turban:
👳‍♀,woman_wearing_turban,:woman_wearing_turban:
👳🏻‍♀️,woman_wearing_turban:light_skin_tone,:woman_wearing_turban:light_skin_tone:
👳🏻‍♀,woman_wearing_turban:light_skin_tone,:woman_wearing_turban:light_skin_tone:
👳🏼‍♀️,woman_wearing_turban:medium-light_skin_tone,:woman_wearing_turban:medium-light_skin_tone:
👳🏼‍♀,woman_wearing_turban:medium-light_skin_tone,:woman_wearing_turban:medium-light_skin_tone:
👳🏽‍♀️,woman_wearing_turban:medium_skin_tone,:woman_wearing_turban:medium_skin_tone:
👳🏽‍♀,woman_wearing_turban:medium_skin_tone,:woman_wearing_turban:medium_skin_tone:
👳🏾‍♀️,woman_wearing_turban:medium-dark_skin_tone,:woman_wearing_turban:medium-dark_skin_tone:
👳🏾‍♀,woman_wearing_turban:medium-dark_skin_tone,:woman_wearing_turban:medium-dark_skin_tone:
👳🏿‍♀️,woman_wearing_turban:dark_skin_tone,:woman_wearing_turban:dark_skin_tone:
👳🏿‍♀,woman_wearing_turban:dark_skin_tone,:woman_wearing_turban:dark_skin_tone:
👲,man_with_Chinese_cap,:man_with_Chinese_cap:
👲🏻,man_with_Chinese_cap:light_skin_tone,:man_with_Chinese_cap:light_skin_tone:
👲🏼,man_with_Chinese_cap:medium-light_skin_tone,:man_with_Chinese_cap:medium-light_skin_tone:
👲🏽,man_with_Chinese_cap:medium_skin_tone,:man_with_Chinese_cap:medium_skin_tone:
👲🏾,man_with_Chinese_cap:medium-dark_skin_tone,:man_with_Chinese_cap:medium-dark_skin_tone:
👲🏿,man_with_Chinese_cap:dark_skin_tone,:man_with_Chinese_cap:dark_skin_tone:
🧕,woman_with_headscarf,:woman_with_headscarf:
🧕🏻,woman_with_headscarf:light_skin_tone,:woman_with_headscarf:light_skin_tone:
🧕🏼,woman_with_headscarf:medium-light_skin_tone,:woman_with_headscarf:medium-light_skin_tone:
🧕🏽,woman_with_headscarf:medium_skin_tone,:woman_with_headscarf:medium_skin_tone:
🧕🏾,woman_with_headscarf:medium-dark_skin_tone,:woman_with_headscarf:medium-dark_skin_tone:
🧕🏿,woman_with_headscarf:dark_skin_tone,:woman_with_headscarf:dark_skin_tone:
🧔,bearded_person,:bearded_person:
🧔🏻,bearded_person:light_skin_tone,:bearded_person:light_skin_tone:
🧔🏼,bearded_person:medium-light_skin_tone,:bearded_person:medium-light_skin_tone:
🧔🏽,bearded_person:medium_skin_tone,:bearded_person:medium_skin_tone:
🧔🏾,bearded_person:medium-dark_skin_tone,:bearded_person:medium-dark_skin_tone:
🧔🏿,bearded_person:dark_skin_tone,:bearded_person:dark_skin_tone:
👱,blond-haired_person,:blond-haired_person:
👱🏻,blond-haired_person:light_skin_tone,:blond-haired_person:light_skin_tone:
👱🏼,blond-haired_person:medium-light_skin_tone,:blond-haired_person:medium-light_skin_tone:
👱🏽,blond-haired_person:medium_skin_tone,:blond-haired_person:medium_skin_tone:
👱🏾,blond-haired_person:medium-dark_skin_tone,:blond-haired_person:medium-dark_skin_tone:
👱🏿,blond-haired_person:dark_skin_tone,:blond-haired_person:dark_skin_tone:
👱‍♂️,blond-haired_man,:blond-haired_man:
👱‍♂,blond-haired_man,:blond-haired_man:
👱🏻‍♂️,blond-haired_man:light_skin_tone,:blond-haired_man:light_skin_tone:
👱🏻‍♂,blond-haired_man:light_skin_tone,:blond-haired_man:light_skin_tone:
👱🏼‍♂️,blond-haired_man:medium-light_skin_tone,:blond-haired_man:medium-light_skin_tone:
👱🏼‍♂,blond-haired_man:medium-light_skin_tone,:blond-haired_man:medium-light_skin_tone:
👱🏽‍♂️,blond-haired_man:medium_skin_tone,:blond-haired_man:medium_skin_tone:
👱🏽‍♂,blond-haired_man:medium_skin_tone,:blond-haired_man:medium_skin_tone:
👱🏾‍♂️,blond-haired_man:medium-dark_skin_tone,:blond-haired_man:medium-dark_skin_tone:
👱🏾‍♂,blond-haired_man:medium-dark_skin_tone,:blond-haired_man:medium-dark_skin_tone:
👱🏿‍♂️,blond-haired_man:dark_skin_tone,:blond-haired_man:dark_skin_tone:
👱🏿‍♂,blond-haired_man:dark_skin_tone,:blond-haired_man:dark_skin_tone:
👱‍♀️,blond-haired_woman,:blond-haired_woman:
👱‍♀,blond-haired_woman,:blond-haired_woman:
👱🏻‍♀️,blond-haired_woman:light_skin_tone,:blond-haired_woman:light_skin_tone:
👱🏻‍♀,blond-haired_woman:light_skin_tone,:blond-haired_woman:light_skin_tone:
👱🏼‍♀️,blond-haired_woman:medium-light_skin_tone,:blond-haired_woman:medium-light_skin_tone:
👱🏼‍♀,blond-haired_woman:medium-light_skin_tone,:blond-haired_woman:medium-light_skin_tone:
👱🏽‍♀️,blond-haired_woman:medium_skin_tone,:blond-haired_woman:medium_skin_tone:
👱🏽‍♀,blond-haired_woman:medium_skin_tone,:blond-haired_woman:medium_skin_tone:
👱🏾‍♀️,blond-haired_woman:medium-dark_skin_tone,:blond-haired_woman:medium-dark_skin_tone:
👱🏾‍♀,blond-haired_woman:medium-dark_skin_tone,:blond-haired_woman:medium-dark_skin_tone:
👱🏿‍♀️,blond-haired_woman:dark_skin_tone,:blond-haired_woman:dark_skin_tone:
👱🏿‍♀,blond-haired_woman:dark_skin_tone,:blond-haired_woman:dark_skin_tone:
👨‍🦰,man_red_haired,:man_red_haired:
👨🏻‍🦰,man_red_haired:light_skin_tone,:man_red_haired:light_skin_tone:
👨🏼‍🦰,man_red_haired:medium-light_skin_tone,:man_red_haired:medium-light_skin_tone:
👨🏽‍🦰,man_red_haired:medium_skin_tone,:man_red_haired:medium_skin_tone:
👨🏾‍🦰,man_red_haired:medium-dark_skin_tone,:man_red_haired:medium-dark_skin_tone:
👨🏿‍🦰,man_red_haired:dark_skin_tone,:man_red_haired:dark_skin_tone:
👩‍🦰,woman_red_haired,:woman_red_haired:
👩🏻‍🦰,woman_red_haired:light_skin_tone,:woman_red_haired:light_skin_tone:
👩🏼‍🦰,woman_red_haired:medium-light_skin_tone,:woman_red_haired:medium-light_skin_tone:
👩🏽‍🦰,woman_red_haired:medium_skin_tone,:woman_red_haired:medium_skin_tone:
👩🏾‍🦰,woman_red_haired:medium-dark_skin_tone,:woman_red_haired:medium-dark_skin_tone:
👩🏿‍🦰,woman_red_haired:dark_skin_tone,:woman_red_haired:dark_skin_tone:
👨‍🦱,man_curly_haired,:man_curly_haired:
👨🏻‍🦱,man_curly_haired:light_skin_tone,:man_curly_haired:light_skin_tone:
👨🏼‍🦱,man_curly_haired:medium-light_skin_tone,:man_curly_haired:medium-light_skin_tone:
👨🏽‍🦱,man_curly_haired:medium_skin_tone,:man_curly_haired:medium_skin_tone:
👨🏾‍🦱,man_curly_haired:medium-dark_skin_tone,:man_curly_haired:medium-dark_skin_tone:
👨🏿‍🦱,man_curly_haired:dark_skin_tone,:man_curly_haired:dark_skin_tone:
👩‍🦱,woman_curly_haired,:woman_curly_haired:
👩🏻‍🦱,woman_curly_haired:light_skin_tone,:woman_curly_haired:light_skin_tone:
👩🏼‍🦱,woman_curly_haired:medium-light_skin_tone,:woman_curly_haired:medium-light_skin_tone:
